Date,Time,F_3_Z_8: Lights Power,F_3_Z_8: Equipment Power,F_3_Z_8: Thermostat Temp,F_3_Z_8: Thermostat Heating Setpoint,F_3_Z_8: Thermostat Cooling Setpoint,F_3_Z_8 VAV REHEAT Damper Position,F_3_Z_8 REHEAT COIL Power,F_3_Z_8 RETURN OUTLET CO2 Concentration,F_3_Z_8 SUPPLY INLET Temperature,F_3_Z_8 SUPPLY INLET Mass Flow Rate
2016-06-11,00:00:00,0.0,167.939,24.0014,24.0,24.0,1.0,4590.9534,496.2606,21.9286,0.4939
2016-06-11,00:05:00,0.0,167.939,24.0014,24.0,24.0,1.0,4599.126,495.977,21.9448,0.4939
2016-06-11,00:10:00,0.0,167.939,24.0014,24.0,24.0,1.0,4607.2034,495.6942,21.9609,0.4939
2016-06-11,00:15:00,0.0,167.939,24.0014,24.0,24.0,1.0,4615.2779,495.1583,21.977,0.4939
2016-06-11,00:20:00,0.0,167.939,24.0014,24.0,24.0,1.0,4623.2691,494.5327,21.9929,0.4939
2016-06-11,00:25:00,0.0,167.939,24.0014,24.0,24.0,1.0,4631.1835,493.8859,22.0087,0.4939
2016-06-11,00:30:00,0.0,167.939,24.0013,24.0,24.0,1.0,4639.0371,493.2446,22.0243,0.4939
2016-06-11,00:35:00,0.0,167.939,24.0013,24.0,24.0,1.0,4646.8248,492.6175,22.0398,0.4939
2016-06-11,00:40:00,0.0,167.939,24.0013,24.0,24.0,1.0,4654.5477,492.006,22.0552,0.4939
2016-06-11,00:45:00,0.0,167.939,24.0013,24.0,24.0,1.0,4662.2034,491.4088,22.0704,0.4939
2016-06-11,00:50:00,0.0,167.939,24.0013,24.0,24.0,1.0,4669.7866,490.8238,22.0855,0.4939
2016-06-11,00:55:00,0.0,167.939,24.0013,24.0,24.0,1.0,4677.3125,490.2491,22.1005,0.4939
2016-06-11,01:00:00,0.0,167.939,24.0013,24.0,24.0,1.0,4684.7478,489.6832,22.1152,0.4939
2016-06-11,01:05:00,0.0,167.939,24.0013,24.0,24.0,1.0,4692.3796,489.1246,22.1304,0.4939
2016-06-11,01:10:00,0.0,167.939,24.0013,24.0,24.0,1.0,4699.9971,488.5724,22.1456,0.4939
2016-06-11,01:15:00,0.0,167.939,24.0013,24.0,24.0,1.0,4707.5742,488.0257,22.1607,0.4939
2016-06-11,01:20:00,0.0,167.939,24.0013,24.0,24.0,1.0,4715.1592,487.484,22.1758,0.4939
2016-06-11,01:25:00,0.0,167.939,24.0013,24.0,24.0,1.0,4722.6715,486.9469,22.1907,0.4939
2016-06-11,01:30:00,0.0,167.939,24.0013,24.0,24.0,1.0,4730.1395,486.4139,22.2056,0.4939
2016-06-11,01:35:00,0.0,167.939,24.0013,24.0,24.0,1.0,4737.557,485.885,22.2203,0.4939
