Date,Time,F_3_Z_8: Lights Power,F_3_Z_8: Equipment Power,F_3_Z_8: Thermostat Temp,F_3_Z_8: Thermostat Heating Setpoint,F_3_Z_8: Thermostat Cooling Setpoint,F_3_Z_8 VAV REHEAT Damper Position,F_3_Z_8 REHEAT COIL Power,F_3_Z_8 RETURN OUTLET CO2 Concentration,F_3_Z_8 SUPPLY INLET Temperature,F_3_Z_8 SUPPLY INLET Mass Flow Rate
2016-06-10,00:00:00,0.0,167.939,24.8703,15.6,26.7,0.2,0.0,481.6596,12.801,0.0988
2016-06-10,00:05:00,0.0,167.939,24.8159,15.6,26.7,0.2,0.0,480.9337,12.801,0.0988
2016-06-10,00:10:00,0.0,167.939,24.7649,15.6,26.7,0.2,0.0,480.2294,12.8001,0.0988
2016-06-10,00:15:00,0.0,167.939,24.717,15.6,26.7,0.2,0.0,479.5449,12.8011,0.0988
2016-06-10,00:20:00,0.0,167.939,24.6718,15.6,26.7,0.2,0.0,478.8789,12.801,0.0988
2016-06-10,00:25:00,0.0,167.939,24.6289,15.6,26.7,0.2,0.0,478.23,12.801,0.0988
2016-06-10,00:30:00,0.0,167.939,24.5882,15.6,26.7,0.2,0.0,477.5971,12.801,0.0988
2016-06-10,00:35:00,0.0,167.939,24.5493,15.6,26.7,0.2,0.0,476.9791,12.8009,0.0988
2016-06-10,00:40:00,0.0,167.939,24.5121,15.6,26.7,0.2,0.0,476.3751,12.801,0.0988
2016-06-10,00:45:00,0.0,167.939,24.4765,15.6,26.7,0.2,0.0,475.7842,12.8012,0.0988
2016-06-10,00:50:00,0.0,167.939,24.4423,15.6,26.7,0.2,0.0,475.2062,12.801,0.0988
2016-06-10,00:55:00,0.0,167.939,24.4093,15.6,26.7,0.2,0.0,474.6403,12.801,0.0988
2016-06-10,01:00:00,0.0,167.939,24.3777,15.6,26.7,0.2,0.0,474.0858,12.801,0.0988
2016-06-10,01:05:00,0.0,167.939,24.3467,15.6,26.7,0.2,0.0,473.5421,12.8009,0.0988
2016-06-10,01:10:00,0.0,167.939,24.3166,15.6,26.7,0.2,0.0,473.0087,12.8009,0.0988
2016-06-10,01:15:00,0.0,167.939,24.2876,15.6,26.7,0.2,0.0,472.4849,12.8009,0.0988
2016-06-10,01:20:00,0.0,167.939,24.2591,15.6,26.7,0.2,0.0,471.9702,12.8009,0.0988
2016-06-10,01:25:00,0.0,167.939,24.2316,15.6,26.7,0.2,0.0,471.4641,12.8009,0.0988
2016-06-10,01:30:00,0.0,167.939,24.2043,15.6,26.7,0.2,0.0,470.9662,12.8009,0.0988
2016-06-10,01:35:00,0.0,167.939,24.1781,15.6,26.7,0.2,0.0,470.4761,12.8008,0.0988
2016-06-10,01:40:00,0.0,167.939,24.1521,15.6,26.7,0.2,0.0,469.9932,12.8008,0.0988
2016-06-10,01:45:00,0.0,167.939,24.1269,15.6,26.7,0.2,0.0,469.5173,12.8008,0.0988
2016-06-10,01:50:00,0.0,167.939,24.102,15.6,26.7,0.2,0.0,469.048,12.8008,0.0988
2016-06-10,01:55:00,0.0,167.939,24.0779,15.6,26.7,0.2,0.0,468.5849,12.8008,0.0988
2016-06-10,02:00:00,0.0,167.939,24.0541,15.6,26.7,0.2,0.0,468.1278,12.8008,0.0988
2016-06-10,02:05:00,0.0,167.939,24.0312,15.6,26.7,0.2,0.0,467.6764,12.8008,0.0988
2016-06-10,02:10:00,0.0,167.939,24.009,15.6,26.7,0.2,0.0,467.2303,12.8008,0.0988
2016-06-10,02:15:00,0.0,167.939,23.9873,15.6,26.7,0.2,0.0,466.7893,12.8008,0.0988
2016-06-10,02:20:00,0.0,167.939,23.9661,15.6,26.7,0.2,0.0,466.3531,12.8008,0.0988
2016-06-10,02:25:00,0.0,167.939,23.9454,15.6,26.7,0.2,0.0,465.9216,12.8008,0.0988
2016-06-10,02:30:00,0.0,167.939,23.925,15.6,26.7,0.2,0.0,465.4946,12.8007,0.0988
2016-06-10,02:35:00,0.0,167.939,23.9048,15.6,26.7,0.2,0.0,465.072,12.8007,0.0988
2016-06-10,02:40:00,0.0,167.939,23.885,15.6,26.7,0.2,0.0,464.6534,12.8007,0.0988
2016-06-10,02:45:00,0.0,167.939,23.8655,15.6,26.7,0.2,0.0,464.2389,12.8007,0.0988
2016-06-10,02:50:00,0.0,167.939,23.8464,15.6,26.7,0.2,0.0,463.8283,12.8007,0.0988
2016-06-10,02:55:00,0.0,167.939,23.8275,15.6,26.7,0.2,0.0,463.4214,12.8007,0.0988
2016-06-10,03:00:00,0.0,167.939,23.809,15.6,26.7,0.2,0.0,463.0181,12.8007,0.0988
2016-06-10,03:05:00,0.0,167.939,23.7908,15.6,26.7,0.2,0.0,462.6184,12.8007,0.0988
2016-06-10,03:10:00,0.0,167.939,23.7728,15.6,26.7,0.2,0.0,462.2221,12.8007,0.0988
2016-06-10,03:15:00,0.0,167.939,23.755,15.6,26.7,0.2,0.0,461.8291,12.8007,0.0988
2016-06-10,03:20:00,0.0,167.939,23.7374,15.6,26.7,0.2,0.0,461.4394,12.8007,0.0988
2016-06-10,03:25:00,0.0,167.939,23.7201,15.6,26.7,0.2,0.0,461.0529,12.8007,0.0988
2016-06-10,03:30:00,0.0,167.939,23.7029,15.6,26.7,0.2,0.0,460.6694,12.8007,0.0988
2016-06-10,03:35:00,0.0,167.939,23.6859,15.6,26.7,0.2,0.0,460.289,12.8007,0.0988
2016-06-10,03:40:00,0.0,167.939,23.6691,15.6,26.7,0.2,0.0,459.9115,12.8007,0.0988
2016-06-10,03:45:00,0.0,167.939,23.6524,15.6,26.7,0.2,0.0,459.537,12.8007,0.0988
2016-06-10,03:50:00,0.0,167.939,23.636,15.6,26.7,0.2,0.0,459.1652,12.8007,0.0988
2016-06-10,03:55:00,0.0,167.939,23.6198,15.6,26.7,0.2,0.0,458.7963,12.8007,0.0988
2016-06-10,04:00:00,0.0,167.939,23.6038,15.6,26.7,0.2,0.0,458.43,12.8007,0.0988
2016-06-10,04:05:00,0.0,167.939,23.5877,15.6,26.7,0.2,0.0,458.0664,12.8007,0.0988
2016-06-10,04:10:00,0.0,167.939,23.5718,15.6,26.7,0.2,0.0,457.7055,12.8007,0.0988
2016-06-10,04:15:00,0.0,167.939,23.556,15.6,26.7,0.2,0.0,457.347,12.8007,0.0988
2016-06-10,04:20:00,0.0,167.939,23.5404,15.6,26.7,0.2,0.0,456.9911,12.8007,0.0988
2016-06-10,04:25:00,0.0,167.939,23.5248,15.6,26.7,0.2,0.0,456.6377,12.8007,0.0988
2016-06-10,04:30:00,0.0,167.939,23.5094,15.6,26.7,0.2,0.0,456.2866,12.8007,0.0988
2016-06-10,04:35:00,0.0,167.939,23.4942,15.6,26.7,0.2,0.0,455.938,12.8007,0.0988
2016-06-10,04:40:00,0.0,167.939,23.4792,15.6,26.7,0.2,0.0,455.5918,12.8007,0.0988
2016-06-10,04:45:00,0.0,167.939,23.4642,15.6,26.7,0.2,0.0,455.248,12.8007,0.0988
2016-06-10,04:50:00,0.0,167.939,23.4494,15.6,26.7,0.2,0.0,454.9064,12.8007,0.0988
2016-06-10,04:55:00,0.0,167.939,23.4348,15.6,26.7,0.2,0.0,454.5671,12.8007,0.0988
2016-06-10,05:00:00,0.0,167.939,23.4202,15.6,26.7,0.2,0.0,454.2301,12.8007,0.0988
