Date,Time,F_3_Z_8: Lights Power,F_3_Z_8: Equipment Power,F_3_Z_8: Thermostat Temp,F_3_Z_8: Thermostat Heating Setpoint,F_3_Z_8: Thermostat Cooling Setpoint,F_3_Z_8 VAV REHEAT Damper Position,F_3_Z_8 REHEAT COIL Power,F_3_Z_8 RETURN OUTLET CO2 Concentration,F_3_Z_8 SUPPLY INLET Temperature,F_3_Z_8 SUPPLY INLET Mass Flow Rate
2016-06-03,00:00:00,0.0,167.939,23.8119,15.6,26.7,0.2,0.0,493.9234,12.8005,0.0988
2016-06-03,00:05:00,0.0,167.939,23.8033,15.6,26.7,0.2,0.0,493.6048,12.8003,0.0988
2016-06-03,00:10:00,0.0,167.939,23.7948,15.6,26.7,0.2,0.0,493.2945,12.7999,0.0988
2016-06-03,00:15:00,0.0,167.939,23.7865,15.6,26.7,0.2,0.0,492.9136,12.8006,0.0988
2016-06-03,00:20:00,0.0,167.939,23.7783,15.6,26.7,0.2,0.0,492.4709,12.8006,0.0988
2016-06-03,00:25:00,0.0,167.939,23.7701,15.6,26.7,0.2,0.0,491.9804,12.8005,0.0988
2016-06-03,00:30:00,0.0,167.939,23.7619,15.6,26.7,0.2,0.0,491.4538,12.8005,0.0988
2016-06-03,00:35:00,0.0,167.939,23.7537,15.6,26.7,0.2,0.0,490.9004,12.8005,0.0988
2016-06-03,00:40:00,0.0,167.939,23.7456,15.6,26.7,0.2,0.0,490.3277,12.8005,0.0988
2016-06-03,00:45:00,0.0,167.939,23.7374,15.6,26.7,0.2,0.0,489.7414,12.8005,0.0988
2016-06-03,00:50:00,0.0,167.939,23.7292,15.6,26.7,0.2,0.0,489.1463,12.8005,0.0988
2016-06-03,00:55:00,0.0,167.939,23.7211,15.6,26.7,0.2,0.0,488.546,12.8005,0.0988
2016-06-03,01:00:00,0.0,167.939,23.7129,15.6,26.7,0.2,0.0,487.9435,12.8005,0.0988
2016-06-03,01:05:00,0.0,167.939,23.7045,15.6,26.7,0.2,0.0,487.3411,12.8005,0.0988
2016-06-03,01:10:00,0.0,167.939,23.6958,15.6,26.7,0.2,0.0,486.7406,12.8005,0.0988
2016-06-03,01:15:00,0.0,167.939,23.6869,15.6,26.7,0.2,0.0,486.1434,12.8005,0.0988
2016-06-03,01:20:00,0.0,167.939,23.6779,15.6,26.7,0.2,0.0,485.5508,12.8005,0.0988
