Date,Time,F_3_Z_8: Lights Power,F_3_Z_8: Equipment Power,F_3_Z_8: Thermostat Temp,F_3_Z_8: Thermostat Heating Setpoint,F_3_Z_8: Thermostat Cooling Setpoint,F_3_Z_8 VAV REHEAT Damper Position,F_3_Z_8 REHEAT COIL Power,F_3_Z_8 RETURN OUTLET CO2 Concentration,F_3_Z_8 SUPPLY INLET Temperature,F_3_Z_8 SUPPLY INLET Mass Flow Rate
2016-06-01,00:00:00,0.0,167.939,23.1117,15.6,26.7,0.2,0.0,475.4962,12.8013,0.0988
2016-06-01,00:05:00,0.0,167.939,23.1035,15.6,26.7,0.2,0.0,474.9295,12.8013,0.0988
2016-06-01,00:10:00,0.0,167.939,23.0947,15.6,26.7,0.2,0.0,474.3727,12.8003,0.0988
2016-06-01,00:15:00,0.0,167.939,23.0858,15.6,26.7,0.2,0.0,473.8251,12.8013,0.0988
2016-06-01,00:20:00,0.0,167.939,23.0765,15.6,26.7,0.2,0.0,473.2861,12.8013,0.0988
2016-06-01,00:25:00,0.0,167.939,23.0671,15.6,26.7,0.2,0.0,472.7553,12.8012,0.0988
2016-06-01,00:30:00,0.0,167.939,23.0575,15.6,26.7,0.2,0.0,472.2324,12.8012,0.0988
2016-06-01,00:35:00,0.0,167.939,23.0478,15.6,26.7,0.2,0.0,471.7169,12.8012,0.0988
2016-06-01,00:40:00,0.0,167.939,23.038,15.6,26.7,0.2,0.0,471.2088,12.8012,0.0988
2016-06-01,00:45:00,0.0,167.939,23.0281,15.6,26.7,0.2,0.0,470.7075,12.8012,0.0988
2016-06-01,00:50:00,0.0,167.939,23.0181,15.6,26.7,0.2,0.0,470.213,12.8012,0.0988
2016-06-01,00:55:00,0.0,167.939,23.0081,15.6,26.7,0.2,0.0,469.725,12.8012,0.0988
2016-06-01,01:00:00,0.0,167.939,22.9979,15.6,26.7,0.2,0.0,469.2432,12.8012,0.0988
2016-06-01,01:05:00,0.0,167.939,22.9887,15.6,26.7,0.2,0.0,468.7675,12.8012,0.0988
2016-06-01,01:10:00,0.0,167.939,22.9804,15.6,26.7,0.2,0.0,468.2979,12.8012,0.0988
2016-06-01,01:15:00,0.0,167.939,22.9725,15.6,26.7,0.2,0.0,467.8341,12.8012,0.0988
2016-06-01,01:20:00,0.0,167.939,22.965,15.6,26.7,0.2,0.0,467.3759,12.8012,0.0988
2016-06-01,01:25:00,0.0,167.939,22.9577,15.6,26.7,0.2,0.0,466.9233,12.8012,0.0988
2016-06-01,01:30:00,0.0,167.939,22.9507,15.6,26.7,0.2,0.0,466.476,12.8012,0.0988
2016-06-01,01:35:00,0.0,167.939,22.9437,15.6,26.7,0.2,0.0,466.0339,12.8012,0.0988
2016-06-01,01:40:00,0.0,167.939,22.937,15.6,26.7,0.2,0.0,465.5968,12.8012,0.0988
2016-06-01,01:45:00,0.0,167.939,22.9303,15.6,26.7,0.2,0.0,465.1645,12.8012,0.0988
2016-06-01,01:50:00,0.0,167.939,22.9237,15.6,26.7,0.2,0.0,464.7371,12.8011,0.0988
2016-06-01,01:55:00,0.0,167.939,22.9172,15.6,26.7,0.2,0.0,464.3143,12.8011,0.0988
2016-06-01,02:00:00,0.0,167.939,22.9108,15.6,26.7,0.2,0.0,463.8959,12.8011,0.0988
2016-06-01,02:05:00,0.0,167.939,22.9047,15.6,26.7,0.2,0.0,463.482,12.8011,0.0988
2016-06-01,02:10:00,0.0,167.939,22.899,15.6,26.7,0.2,0.0,463.0722,12.8011,0.0988
2016-06-01,02:15:00,0.0,167.939,22.8935,15.6,26.7,0.2,0.0,462.6666,12.8011,0.0988
2016-06-01,02:20:00,0.0,167.939,22.8883,15.6,26.7,0.2,0.0,462.265,12.8011,0.0988
2016-06-01,02:25:00,0.0,167.939,22.8833,15.6,26.7,0.2,0.0,461.8673,12.8011,0.0988
2016-06-01,02:30:00,0.0,167.939,22.8784,15.6,26.7,0.2,0.0,461.4734,12.8011,0.0988
2016-06-01,02:35:00,0.0,167.939,22.8737,15.6,26.7,0.2,0.0,461.0833,12.8011,0.0988
2016-06-01,02:40:00,0.0,167.939,22.869,15.6,26.7,0.2,0.0,460.6968,12.8011,0.0988
2016-06-01,02:45:00,0.0,167.939,22.8645,15.6,26.7,0.2,0.0,460.3139,12.8011,0.0988
2016-06-01,02:50:00,0.0,167.939,22.8601,15.6,26.7,0.2,0.0,459.9344,12.8011,0.0988
2016-06-01,02:55:00,0.0,167.939,22.8558,15.6,26.7,0.2,0.0,459.5584,12.8011,0.0988
2016-06-01,03:00:00,0.0,167.939,22.8516,15.6,26.7,0.2,0.0,459.1857,12.8011,0.0988
2016-06-01,03:05:00,0.0,167.939,22.8474,15.6,26.7,0.2,0.0,458.8163,12.8011,0.0988
2016-06-01,03:10:00,0.0,167.939,22.8434,15.6,26.7,0.2,0.0,458.4501,12.8011,0.0988
2016-06-01,03:15:00,0.0,167.939,22.8393,15.6,26.7,0.2,0.0,458.0872,12.8011,0.0988
2016-06-01,03:20:00,0.0,167.939,22.8353,15.6,26.7,0.2,0.0,457.7274,12.8011,0.0988
2016-06-01,03:25:00,0.0,167.939,22.8313,15.6,26.7,0.2,0.0,457.3706,12.8011,0.0988
2016-06-01,03:30:00,0.0,167.939,22.8274,15.6,26.7,0.2,0.0,457.0169,12.8011,0.0988
2016-06-01,03:35:00,0.0,167.939,22.8235,15.6,26.7,0.2,0.0,456.6661,12.8011,0.0988
2016-06-01,03:40:00,0.0,167.939,22.8196,15.6,26.7,0.2,0.0,456.3182,12.8011,0.0988
2016-06-01,03:45:00,0.0,167.939,22.8158,15.6,26.7,0.2,0.0,455.9732,12.8011,0.0988
2016-06-01,03:50:00,0.0,167.939,22.8121,15.6,26.7,0.2,0.0,455.6309,12.8011,0.0988
2016-06-01,03:55:00,0.0,167.939,22.8083,15.6,26.7,0.2,0.0,455.2914,12.8011,0.0988
2016-06-01,04:00:00,0.0,167.939,22.8046,15.6,26.7,0.2,0.0,454.9545,12.8011,0.0988
2016-06-01,04:05:00,0.0,167.939,22.8001,15.6,26.7,0.2,0.0,454.6203,12.8011,0.0988
2016-06-01,04:10:00,0.0,167.939,22.7951,15.6,26.7,0.2,0.0,454.2885,12.8011,0.0988
2016-06-01,04:15:00,0.0,167.939,22.7899,15.6,26.7,0.2,0.0,453.9591,12.8011,0.0988
2016-06-01,04:20:00,0.0,167.939,22.7844,15.6,26.7,0.2,0.0,453.6319,12.8011,0.0988
2016-06-01,04:25:00,0.0,167.939,22.7789,15.6,26.7,0.2,0.0,453.3071,12.8011,0.0988
2016-06-01,04:30:00,0.0,167.939,22.7734,15.6,26.7,0.2,0.0,452.9846,12.8011,0.0988
2016-06-01,04:35:00,0.0,167.939,22.7679,15.6,26.7,0.2,0.0,452.6643,12.8011,0.0988
2016-06-01,04:40:00,0.0,167.939,22.7623,15.6,26.7,0.2,0.0,452.3463,12.8011,0.0988
2016-06-01,04:45:00,0.0,167.939,22.7568,15.6,26.7,0.2,0.0,452.0305,12.8011,0.0988
2016-06-01,04:50:00,0.0,167.939,22.7512,15.6,26.7,0.2,0.0,451.7169,12.8011,0.0988
2016-06-01,04:55:00,0.0,167.939,22.7456,15.6,26.7,0.2,0.0,451.4054,12.8011,0.0988
2016-06-01,05:00:00,0.0,167.939,22.7401,15.6,26.7,0.2,0.0,451.0961,12.8011,0.0988
