Date,Time,F_3_Z_8: Lights Power,F_3_Z_8: Equipment Power,F_3_Z_8: Thermostat Temp,F_3_Z_8: Thermostat Heating Setpoint,F_3_Z_8: Thermostat Cooling Setpoint,F_3_Z_8 VAV REHEAT Damper Position,F_3_Z_8 REHEAT COIL Power,F_3_Z_8 RETURN OUTLET CO2 Concentration,F_3_Z_8 SUPPLY INLET Temperature,F_3_Z_8 SUPPLY INLET Mass Flow Rate
2016-06-06,00:00:00,0.0,167.939,24.0016,24.0,24.0,1.0,4969.4501,404.3343,22.6814,0.4939
2016-06-06,00:05:00,0.0,167.939,24.0016,24.0,24.0,1.0,4977.1186,404.3078,22.6966,0.4939
2016-06-06,00:10:00,0.0,167.939,24.0016,24.0,24.0,1.0,4984.691,404.2815,22.7117,0.4939
2016-06-06,00:15:00,0.0,167.939,24.0016,24.0,24.0,1.0,4992.3004,404.2554,22.7268,0.4939
2016-06-06,00:20:00,0.0,167.939,24.0016,24.0,24.0,1.0,4999.9643,404.2294,22.742,0.4939
2016-06-06,00:25:00,0.0,167.939,24.0016,24.0,24.0,1.0,5007.6356,404.2036,22.7573,0.4939
2016-06-06,00:30:00,0.0,167.939,24.0016,24.0,24.0,1.0,5015.3147,404.178,22.7726,0.4939
2016-06-06,00:35:00,0.0,167.939,24.0016,24.0,24.0,1.0,5022.9485,404.1525,22.7877,0.4939
2016-06-06,00:40:00,0.0,167.939,24.0016,24.0,24.0,1.0,5030.5846,404.1271,22.8029,0.4939
2016-06-06,00:45:00,0.0,167.939,24.0017,24.0,24.0,1.0,5038.2301,404.102,22.8181,0.4939
2016-06-06,00:50:00,0.0,167.939,24.0017,24.0,24.0,1.0,5045.8742,404.0769,22.8333,0.4939
2016-06-06,00:55:00,0.0,167.939,24.0017,24.0,24.0,1.0,5053.5128,404.052,22.8485,0.4939
2016-06-06,01:00:00,0.0,167.939,24.0017,24.0,24.0,1.0,5060.0825,404.0273,22.8616,0.4939
2016-06-06,01:05:00,0.0,167.939,24.0017,24.0,24.0,1.0,5067.092,404.0027,22.8755,0.4939
2016-06-06,01:10:00,0.0,167.939,24.0017,24.0,24.0,1.0,5074.0832,403.9783,22.8894,0.4939
2016-06-06,01:15:00,0.0,167.939,24.0017,24.0,24.0,1.0,5081.0089,403.954,22.9032,0.4939
2016-06-06,01:20:00,0.0,167.939,24.0017,24.0,24.0,1.0,5087.8744,403.9298,22.9168,0.4939
