Date,Time,F_3_Z_8: Lights Power,F_3_Z_8: Equipment Power,F_3_Z_8: Thermostat Temp,F_3_Z_8: Thermostat Heating Setpoint,F_3_Z_8: Thermostat Cooling Setpoint,F_3_Z_8 VAV REHEAT Damper Position,F_3_Z_8 REHEAT COIL Power,F_3_Z_8 RETURN OUTLET CO2 Concentration,F_3_Z_8 SUPPLY INLET Temperature,F_3_Z_8 SUPPLY INLET Mass Flow Rate
2016-06-08,00:00:00,0.0,167.939,20.0842,12.6,15.56,1.0,0.0,951.7219,12.7998,0.4939
2016-06-08,00:05:00,0.0,167.939,20.0493,12.6,15.56,1.0,0.0,948.3838,12.7997,0.4939
2016-06-08,00:10:00,0.0,167.939,20.0156,12.6,15.56,1.0,0.0,945.0641,12.7997,0.4939
2016-06-08,00:15:00,0.0,167.939,19.9831,12.6,15.56,1.0,0.0,941.7629,12.7997,0.4939
2016-06-08,00:20:00,0.0,167.939,19.9514,12.6,15.56,1.0,0.0,938.4805,12.7997,0.4939
2016-06-08,00:25:00,0.0,167.939,19.9206,12.6,15.56,1.0,0.0,935.217,12.7998,0.4939
2016-06-08,00:30:00,0.0,167.939,19.8907,12.6,15.56,1.0,0.0,931.972,12.7998,0.4939
2016-06-08,00:35:00,0.0,167.939,19.8614,12.6,15.56,1.0,0.0,928.7446,12.7999,0.4939
2016-06-08,00:40:00,0.0,167.939,19.8328,12.6,15.56,1.0,0.0,925.5336,12.8,0.4939
2016-06-08,00:45:00,0.0,167.939,19.8049,12.6,15.56,1.0,0.0,922.3386,12.8,0.4939
2016-06-08,00:50:00,0.0,167.939,19.7775,12.6,15.56,1.0,0.0,919.1593,12.8001,0.4939
2016-06-08,00:55:00,0.0,167.939,19.7507,12.6,15.56,1.0,0.0,915.996,12.8001,0.4939
2016-06-08,01:00:00,0.0,167.939,19.7242,12.6,15.56,1.0,0.0,912.8499,12.7996,0.4939
2016-06-08,01:05:00,0.0,167.939,19.6976,12.6,15.56,1.0,0.0,909.7271,12.7996,0.4939
2016-06-08,01:10:00,0.0,167.939,19.671,12.6,15.56,1.0,0.0,906.6279,12.7996,0.4939
2016-06-08,01:15:00,0.0,167.939,19.6447,12.6,15.56,1.0,0.0,903.5511,12.7996,0.4939
2016-06-08,01:20:00,0.0,167.939,19.6186,12.6,15.56,1.0,0.0,900.4954,12.7996,0.4939
2016-06-08,01:25:00,0.0,167.939,19.5928,12.6,15.56,1.0,0.0,897.4596,12.7996,0.4939
2016-06-08,01:30:00,0.0,167.939,19.5673,12.6,15.56,1.0,0.0,894.4429,12.7996,0.4939
2016-06-08,01:35:00,0.0,167.939,19.542,12.6,15.56,1.0,0.0,891.4447,12.7997,0.4939
2016-06-08,01:40:00,0.0,167.939,19.517,12.6,15.56,1.0,0.0,888.4644,12.7997,0.4939
2016-06-08,01:45:00,0.0,167.939,19.4923,12.6,15.56,1.0,0.0,885.5019,12.7997,0.4939
2016-06-08,01:50:00,0.0,167.939,19.4677,12.6,15.56,1.0,0.0,882.557,12.7997,0.4939
2016-06-08,01:55:00,0.0,167.939,19.4435,12.6,15.56,1.0,0.0,879.6295,12.7997,0.4939
2016-06-08,02:00:00,0.0,167.939,19.4195,12.6,15.56,1.0,0.0,876.7193,12.7997,0.4939
2016-06-08,02:05:00,0.0,167.939,19.3955,12.6,15.56,1.0,0.0,873.8263,12.7997,0.4939
2016-06-08,02:10:00,0.0,167.939,19.3717,12.6,15.56,1.0,0.0,870.9501,12.7997,0.4939
2016-06-08,02:15:00,0.0,167.939,19.3482,12.6,15.56,1.0,0.0,868.0908,12.7997,0.4939
2016-06-08,02:20:00,0.0,167.939,19.3248,12.6,15.56,1.0,0.0,865.2482,12.7997,0.4939
2016-06-08,02:25:00,0.0,167.939,19.3016,12.6,15.56,1.0,0.0,862.4223,12.7997,0.4939
2016-06-08,02:30:00,0.0,167.939,19.2786,12.6,15.56,1.0,0.0,859.6131,12.7997,0.4939
2016-06-08,02:35:00,0.0,167.939,19.2558,12.6,15.56,1.0,0.0,856.8206,12.7997,0.4939
